dauid,Emp_fulltime,Emp_notemp,stu_notstudent,stu_fulltime,person_n,hhld_size,hhld_vehicles,person_age,drivelic_NO,drivelic_YES,TPass_No,person_N_trips
35201441,919.3,152.91,912.91,164.1,1169.42,3.591043413,1.648318289,37.73066135,114.07,1055.35,709.58,2.418044843
35201442,418.56,21.16,443.35,0,482.2,2.061521026,0.734042984,37.56609291,74.75,407.45,138.79,3.445873082
35201443,170.39,9.6,179.99,0,299.26,2.30956359,0.234979616,37.93102987,119.27,179.99,294.46,1.388124039
35201444,424.61,0,590.36,131.9,921.75,2.003498024,0.2652155,36.26752373,226.16,695.59,653.03,2.843764578
35201445,81.78,39.1,293.6,0,499.84,2.359739401,0.772165046,35.39084507,124.46,375.38,457.16,3.332066261
35201446,178.31,267.6,715.05,128.46,960.87,2.750792167,0.724622153,33.54410066,366.62,572.89,771.46,2.660838615
35201447,518.67,467.7,1001.3,0,1156.87,2.041648185,0.814064381,51.54901588,496.17,660.7,906.4,1.392092456
35201448,105.4,0,110.35,0,188.85,1.055322716,1,70.0941488,9.9,110.88,115.83,1.863330686
35201449,24.46,5.1,34.36,0,54.32,1.673959938,0.683204931,54.53221649,22.32,32,39.46,1.610088365
35201450,238.22,78.01,285,0,378.61,2.720511001,1.40212917,44.68289269,103.45,242.98,328.48,1.542537175
35201451,63.65,0,63.65,18.73,101.11,3.68208303,1.95375091,54.79121749,37.46,63.65,101.11,1.320245277
35201452,1180.64,97.61,1251.43,38.17,1457.57,1.501117248,0.553845559,35.00287465,198.18,1259.39,640.89,2.267273613
35201453,5072.93,459.1,5780.36,246.5,6838.5,1.769470047,0.55152662,33.48182789,1011.15,5537.56,3299.73,2.357755356
35201459,79.99,18.44,171.27,0,179.07,2.143734064,0.5906129,43.41464232,0,179.07,109.48,2.389735857
35201460,281.31,139.75,440.01,24.59,551.17,2.044972656,0.545415661,40.18613132,325.25,225.92,306.29,2.508808535
35201463,978.3,409.77,1289.9,315.14,1977.6,2.441515651,0.416495058,44.4520985,684.45,1293.15,1324.51,2.100409587
35201464,256.74,0,348.92,0,470.93,1.541441091,0.063410403,45.51625507,246.51,224.42,228.09,1.975622704
35201466,698.65,0,813.95,0,845.23,1.73087025,1.032393626,40.00429469,89.09,756.14,720.57,2.538504312
35201467,227.4,28.52,273.57,0,273.57,2.612395205,0.631199561,40.10267939,12.42,261.15,182.05,2.02449099
35201468,139.61,0,178.7,0,408.26,2.701382915,0.732481969,52.08893842,195.17,213.09,144.31,2.041909567
35201469,1320.03,338.51,1634.18,101.25,2101.43,1.824675169,1.02518086,39.98653298,197.35,1894.11,1332.49,2.734176251
35201471,199.27,64.29,282.61,0,383.91,1.626427037,0.654270751,46.2075226,116.69,267.22,212.58,2.352035633
35201477,80.24,22.71,141.82,0,178.26,2.806147209,1.416823942,45.91484349,59.15,119.11,135.12,2.04560754
35201478,140.2,33.23,179.31,33.23,288.85,3.113073622,1.82065038,42.58861001,48.58,240.27,226.13,2.227661416
35201479,36.1,45.74,98.76,0,139.34,1.84360942,0.497750728,54.0292809,76.88,62.46,123.6,1.377924501
35201480,73.16,32.96,108.35,0,176.18,1.937518391,0.928886709,52.92808491,36.25,139.93,133.75,1.966341242
35201481,560.83,13.24,627.53,41.16,865.89,2.285048918,1.003955037,38.41400178,228.92,636.97,563.7,2.138504891
35201482,364.88,208.5,531.27,110.26,683,2.314808267,0.89801035,39.7447877,137.8,545.2,426.18,2.262371889
35201483,167.46,65.66,257.23,0,309.6,2.804462667,1.616809903,45.56795866,47.6,262,217.89,2.481912145
35201485,420.05,76.51,563.95,27.93,750.48,2.491592426,1.012747429,43.40592687,189.02,561.46,385.23,2.33393295
35201486,144.89,72.6,241.69,27.93,328.31,2.215948299,0.918615477,38.51719412,23.31,305,198.57,2.063476592
35201487,362.28,63.6,503.87,21.97,762.62,3.33524232,1.417041843,40.74072277,205.21,557.41,646.68,3.016102384
35201488,234.03,80.03,336.84,21.25,541.98,3.29723275,1.15938944,41.78812871,229.56,289.58,438.8,2.611886047
35201489,197.56,28.95,213.07,0,420.4,3.32845373,1.223628071,38.63415794,113.65,306.75,319.87,2.39027117
35201490,177.35,24.25,243.77,0,340.21,3.638711508,1.326876685,41.84397872,83.2,243.77,312.99,1.644102172
35201491,145.92,113.18,259.71,40.07,373.35,2.281391916,1.223546776,43.21127628,151.91,221.44,250.55,1.796303736
35201492,113.19,22.89,203.97,0,237.82,2.786403941,1.558522167,46.34643848,33.85,203.97,203.97,1.338911782
35201493,88.65,36.34,163.05,19.76,369.63,2.968202699,1.336850416,45.76070665,88.89,280.74,311.71,3.37951465
35201494,313.53,147.09,481.67,22.19,726.16,2.347218871,0.646428093,41.51253167,173.64,552.52,424.87,3.010837832
35201495,189.88,43.66,255.08,0,453.66,2.95179667,2.011010079,49.92556099,63.75,389.91,428.87,4.109641582
35201496,759.04,150.58,841.34,177.29,1600.09,1.629645163,1.046963697,52.96481448,237.53,1331.88,1276.21,2.391140498
35201497,81.45,138.45,297.01,0,341.51,2.785970184,1.913960476,49.57573717,0,330.39,291.46,2.299434863
35201498,128.79,0,144.18,0,211.17,2.827970171,1.66952702,45.42837524,0,211.17,102.79,2.602831842
35201499,85.38,53.63,211.43,0,239.68,3.281784793,1.618426194,51.51760681,28.25,211.43,235.36,2.332526702
35201500,14.5,88.34,103.16,44.01,443.02,2.616774956,1.747489663,52.89980136,88.66,354.36,415.62,3.116631303
35201501,23.82,49.36,100.58,11.91,161.85,2.641586421,1.447200914,48.89224591,23.82,138.03,138.03,2.435156009
35201502,239.26,102.8,342.06,0,492.23,2.662075487,1.535934545,52.31219146,118.66,373.57,492.23,2.936919733
35201503,263.82,76.91,366.37,20.98,565.31,3.148912058,1.619265639,35.22591145,177.96,387.35,504.56,2.819302683
35201504,456.55,163.35,676.38,0,1086.94,3.484505863,1.804494696,39.97276759,337.01,749.93,1005.66,2.351546544
35201505,191.89,41.13,247.48,0,438.49,2.4539552,1.653771237,48.9143196,89.61,340.5,377.71,2.595977103
35201506,185.21,37.62,251.72,0,543.1,2.511128354,1.841303549,57.74544283,61.36,451.54,498.4,1.906481311
35201507,186.96,204.8,434.57,19.03,751.03,2.013011293,1.150779414,52.62471539,151.83,599.2,500.52,2.885197662
35201508,271.38,69.81,354.96,0,498.49,2.820055591,1.328672226,56.62404461,17.69,465.75,345.19,2.792372966
35201509,281.06,100.42,394.45,0,581.83,2.721614308,5,45.19320076,117.01,464.82,392.44,3.345857037
35201510,315.28,33.06,466.56,44.25,748.49,3.288634679,1.601807718,41.14835202,181.62,566.87,518.31,2.458736924
35201511,282.27,85.98,481.22,12.27,839.1,2.962255877,1.646971114,44.04607317,246.61,592.49,701.47,2.681718508
35201512,184.51,33.41,263.22,0,453.54,3.486774942,1.830684455,43.4515368,136.44,317.1,414.37,2.513008775
35201513,107.36,75.52,182.88,0,283.39,2.713589005,1.215325501,60.1862451,78.91,204.48,272.54,1.641765764
35201514,337.46,152.2,540.4,22.3,833.94,2.643735734,1.386697946,46.50041969,196.85,637.09,548.69,2.119481018
35201515,260.81,0,399.42,34.08,650.39,3.444247276,1.490384615,44.26617875,203.93,446.46,443.44,2.74601393
35201516,202.42,151.07,334.29,73.72,519.95,2.727134498,1.881491038,44.00751995,82.69,437.26,292.67,2.732416579
35201517,266.41,65.56,346.29,0,459.17,2.730623475,1.83024451,52.62652177,67.13,327.89,333.15,2.417035085
35201518,61.17,11.87,112.33,21.88,192.77,4,1.767982799,35.10743373,80.44,112.33,127.13,5.707267728
35201519,692.28,121.85,846.39,14.52,1204.87,1.659122889,0.827196685,47.78304713,192.5,980.7,853.3,1.754446538
35201520,141.34,145.67,241.58,23.6,421.9,2.275806821,1.304463264,47.69616023,78.16,343.74,347.84,3.682389192
35201521,517.13,104.71,703.55,70.57,976.72,2.068978367,1.445730256,41.44593128,226.33,750.39,709.85,1.986874437
35201522,149.63,0,193.75,0,449.51,1.570769334,0.797089733,57.13699362,105.01,310.86,365.58,2.135681075
35201523,170.94,27.8,167.65,0,210.7,1.926840421,1.248834019,42.75287138,11.96,198.74,144.4,2.323540579
35201524,85.21,32.37,169.6,18.28,271.65,2.378427188,1.125759317,55.56396098,65.49,206.16,210.65,2.07009019
35201525,38.44,16.29,54.73,0,95.22,2.054368932,0.829341963,39.86672968,40.49,54.73,95.22,3.948330183
35201526,773.22,116.91,1013.16,12.81,1290.52,2.123463443,1.296300612,46.17235688,123.19,1159.96,1027.76,2.281545424
35201532,196.55,39.62,279.08,22.94,396.16,1.93607663,1.390137816,44.52897819,87.77,300.3,332.85,2.343295638
35201541,419.62,185.85,532.7,61.16,791.98,3.164723618,1.545393635,40.09439632,56.15,735.83,585.08,3.579496957
35201542,238.99,140.75,395.56,41.94,602.7,2.529980593,1.926386937,50.45045628,96.54,506.16,492.36,1.846358055
35201543,103.44,64.32,232.08,0,239.65,3.050286227,1.892917275,43.05704152,7.57,232.08,194.13,2.725725016
35201544,196.36,40.3,256.91,36.03,348.5,2.405789556,1.391784245,42.243099,32.32,316.18,228.17,2.899454806
35201545,193.13,126.55,328.96,0,504.64,1.99454567,0.609659697,51.89158608,267.32,237.32,409.31,1.948814997
35201547,207.58,31.81,307.44,31.81,495.5,2.51916838,1.525108522,43.83773966,51.04,431.75,403.63,3.084924319
35201548,77.77,30.99,115.88,0,135.98,2.724336283,1.519469027,47.40976614,19.37,116.61,88.78,1.517134873
35201552,115.6,87.29,227.72,0,253.9,2.021339126,0.866917966,50.7224104,5.39,248.51,226.03,1.47877117
35201553,184.45,52.45,237.46,0,320.87,1.966566602,1.092648184,51.87627388,47.9,245.24,249.3,2.268956275
35201554,353.48,81.56,434.06,56.39,592.33,1.83827852,0.964838334,45.63812402,156.77,435.56,357.29,2.683909307
35201555,503.21,181.57,724.51,75.97,1173.36,2.853393563,1.233698475,41.86503716,416.51,742.11,712.77,2.122988682
35201556,535.8,55.15,697.24,47.01,822.09,1.621591453,1.106876451,41.49258597,93.12,728.97,622.91,2.297984406
35201557,237.41,82.17,280.89,123.44,441.36,1.627598424,1.9990962,45.72865688,63.01,378.35,363.94,1.35988762
35201558,289.51,47.15,344.16,15.98,501.43,2.491913801,1.806252257,46.57551403,65.65,435.78,426.48,3.495841892
35201559,184,7.22,180.64,0,306.91,1.339318272,1.223503765,54.69561109,0,306.91,151.3,2.249291323
35201560,117.58,12.9,136.26,0,141.65,2.020569938,0.732490468,51.16787857,0,128.93,126.91,2.875679492
35201563,230.44,22.33,252.77,0,273.11,1.662144868,1.045661633,32.06015891,20.34,252.77,153.17,2.418732379
35201564,34.52,33.32,87.36,193.38,324.84,2.240364487,0.563415835,34.69671223,149.53,175.31,123.96,0.585611378
35201565,103.38,131.63,300.16,56.69,621.28,2.100020496,0.514303282,46.06180788,187.21,404.1,433.05,1.685648983
35201566,192.16,16.56,226.04,0,307.78,3.270360219,2.177956147,43.46585223,36.39,271.39,277.96,2.682825395
35201567,172.93,34.96,216.74,17.07,304.29,3.268373245,1.644838976,42.86065924,52.36,251.93,192.1,1.920963555
35201568,259.15,81.61,325.69,60.16,434.85,2.101251762,1.323407528,43.0464528,126.7,308.15,312.51,1.907945268
35201569,276.3,35.65,413.85,0,448.91,2.439317688,1.432801822,41.70161057,54.8,322.81,418.97,3.30732218
35201570,67.6,0,67.6,12.12,94.8,3.223076923,1.641420118,37.56012658,27.2,67.6,46.86,1.786919831
35201571,149.86,32.8,225.81,10.33,278.17,2.701942067,1.806533904,44.37948017,33.17,245,200.22,2.872164504
35201572,191.38,91.01,271.96,50.43,440.7,2.853139013,1.549078226,43.85048786,100.04,325.29,359.75,2.666099387
35201573,414.8,212.14,630.22,72.94,962.79,1.874158378,0.98058531,44.08718412,365.97,596.82,809.96,2.370735051
35201574,192.76,30.21,242.64,19.67,356.66,2.31345996,2.056044085,55.42012,77.44,279.22,319.01,2.291846577
35201575,552.64,18.13,715.87,12.12,810.25,1.994347816,1.228247134,39.93698241,58.49,718.62,228.66,2.638667078
35201576,280.3,0,323.7,0,345.26,1.559743809,1.308734141,44.25117303,10.78,334.48,271.56,3.121502636
35201577,173.49,6.46,202.98,0,284.22,2.78027239,1.629962856,43.94092604,54.05,230.17,139.64,2.281014707
35201578,74.72,170.8,245.52,0,278.53,2.850723846,0.721660748,39.03507701,146.65,131.88,235.45,2.03001472
35201579,539.94,42.55,683.2,0,1123.92,2.097183946,1.084101492,46.32624208,269.72,854.2,862.01,2.15664816
35201580,89.62,20.06,109.68,0,196.37,1.677086002,1.333247929,58.34098895,41.76,154.61,151.63,3.020522483
35201581,604.9,119.33,808.7,0,935.45,1.439823035,1.161487926,46.25319365,107.27,764.1,646.96,1.868052809
35201582,154.45,129.22,282.28,82.77,478.88,2.145058894,1.157276902,49.26269629,152.88,326,264.93,1.978575008
35201583,463.42,165.14,735.23,30.19,820.23,2.914342131,1.806379843,44.61314509,82.31,737.92,644.76,2.885751557
35201584,195.71,34.88,216.61,45.12,429.08,2.603023352,1.110934651,43.0316258,97.09,331.99,229.41,3.007294677
35201585,292.19,83.9,316.38,43.97,557.4,2.99697829,1.924643206,43.39851094,87.06,470.34,521.9,2.041191245
35201586,68.89,13.9,102.72,0,194.82,1.824307462,0.939938441,57.24376347,19.93,174.89,174.89,2.01539883
35201587,177.17,45.54,235.59,0,376.9,2.795018375,1.541785763,50.18299284,101.37,275.53,283.26,1.796895728
35201588,419.89,83.76,568.77,0,673.15,2.874260399,1.091309131,42.60883904,247.04,426.11,619.63,1.482968135
35201589,77.37,23.58,123.31,0,147.7,2.040909668,1.728369966,56.3197698,11.15,136.55,134.76,2.740555179
35201590,377.49,18.61,405.52,67.07,722.28,3.022146712,1.743673796,47.72510661,185.8,527.06,591.23,2.361646453
35201591,55.82,77.08,143.59,0,241.36,2.164663677,1.163946188,51.93242459,84.4,156.96,182.28,2.033559828
35201592,93.62,0,79.9,0,189.76,2.688572518,1.357696708,43.18997681,61.2,128.56,145.33,2.946932968
35201593,142.04,30.34,133.86,0,297.97,2.984176264,1.587481222,47.56522469,72.84,225.13,215.68,1.560157063
35201594,107.45,17.72,139.42,0,289.28,2.152617002,1.91570201,59.68843335,38.26,251.02,289.28,2.064574115
35201595,111.78,27.32,145.75,0,218.75,1.990649395,1.33962426,54.68260571,40.56,162.13,174.37,2.924937143
35201596,299.47,161.1,478.29,34.49,599.33,2.879024923,2.318400946,47.09984483,46.67,552.66,471.19,2.326180902
35201597,575,326.87,919.26,109.2,1372.65,3.947712254,1.730747004,39.11659928,472.04,900.61,1163.83,1.980031326
35201598,34.56,24.92,59.48,0,97.64,1.761183261,1.449494949,52.39532978,0,97.64,67.12,2.31093814
35201599,228.52,101.65,343.41,0,482.74,2.762536495,1.951800441,42.14840287,87.3,395.44,453.86,2.840100261
35201600,343.23,96.78,472.39,50.52,844.11,1.839896763,1.066652328,55.07080831,273.97,570.14,785.51,1.978580991
35201601,383.47,181.58,598.76,90.62,909.25,2.356188862,0.881239834,45.45409953,419.07,490.18,539.65,2.46308496
35201602,169.56,13.9,191.08,0,272.41,2.287635839,1.579299339,51.19121912,21.05,251.36,251.41,2.14320326
35201603,132.89,11.76,215.85,0,273.25,2.940952984,1.449501346,44.45694419,78.36,194.89,202.05,2.971674291
35201604,80.39,99.07,241.48,24.98,310.2,3.009038818,1.858122831,48.20689877,60.61,249.59,279.14,2.841231464
35201605,77.2,8.79,145.07,0,212.08,1.983115093,1.783855961,53.22005847,27.86,184.22,155.77,1.544794417
35201607,317.15,149.55,442.65,21,627.42,2.303930402,1.38502408,43.69910108,35.22,592.2,496.16,2.946048899
35201608,183.2,38.45,246.26,18.06,338.37,3.264163212,2.339917093,42.18633449,13.84,324.53,301.72,2.660460443
35201609,35.6,26.91,78.34,0,153.67,1.987968952,1.429366106,62.07080107,11.52,142.15,153.67,3.042493655
35201610,273.5,140.65,571.6,28.45,921.4,2.402383779,1.45364471,43.64997829,231.84,689.56,818.69,2.265639245
35201611,266.39,52.75,319.7,0,573.03,3.555406945,1.381879427,38.36567021,188.05,384.98,481.34,2.657853865
35201612,155.78,27.57,168.36,27.57,292.99,3.235163909,2.427743228,40.65753097,48.11,244.88,261.97,2.341991194
35201613,260.31,33.19,304.75,0,446.95,2.517975894,1.161263508,51.96711042,79.75,331.4,324.88,2.552656897
35201614,200.22,48.04,255.34,0,387.94,2.781735889,1.321246006,41.98267773,104.01,283.93,269.31,2.999896891
35201615,129.48,25.38,164.8,0,255.3,2.834202847,1.675833407,49.28499804,50.12,205.18,225.99,2.036388562
35201616,162.86,58.28,300.2,0,406.74,2.376778984,1.935872194,51.39381423,62.19,344.55,388.07,2.450508925
35201617,190.68,83.46,326.03,20.75,1021.2,1.649890944,1.253816948,65.85545437,68.55,937.12,862.85,2.394104975
35201620,448.71,56.1,505.48,34.45,653.13,2.798215151,1.443425941,42.89279317,147.29,505.84,391.12,2.496026825
35201621,104.28,13.2,207.61,0,348.99,1.884904132,1.334755604,43.84420757,88.66,260.33,348.99,2.02722141
35201622,164.96,44.61,233.62,0,401.29,3.029364656,1.775093433,50.85932867,136.63,234.51,359.41,1.772907374
35201623,486.74,99.47,568.25,69.72,1077.96,2.016436578,1.113372042,50.17731641,202.3,817.28,830.81,2.439376229
35201624,180.48,28.39,192.76,28.39,313.98,2.781784354,2.047665456,44.32377858,39.81,274.17,267.86,1.914962736
35201625,239.43,202.95,417.16,85.91,721.85,3.453558196,2.419488097,47.37675417,59.92,661.93,679.24,2.482787283
35201626,123.04,44.81,204.22,0,374.76,2.127394734,1.452054093,58.2316149,11.41,334.21,324.54,2.323060092
35201627,27.48,35.8,116.98,0,131.96,3.372348582,1.914899054,49.78645044,25.39,106.57,92.83,1.810851773
35201629,71.06,45.8,132.22,30.66,293.63,2.5711224,2.163994285,53.94789361,0,293.63,253.32,1.375608759
35201630,115.01,91.81,203.06,40.19,390.48,2.853507791,1.476559932,56.62161955,90.06,285.32,315.3,1.808056751
35201631,412.02,105.16,716.35,52.03,1024.64,2.217690699,0.955625271,45.86502577,378.62,646.02,708.69,2.2183401
35201632,15.67,15.67,15.67,0,86.86,2.537569772,1.490339201,60.90179599,17.44,69.42,86.86,3.317407322
35201634,80.04,28.94,108.98,0,189.74,3.418831169,1.158441558,42.02983029,97.52,92.22,168.88,3.059133551
35201635,108.92,20.22,206.84,0,290.07,2.984828202,2.256135654,35.6337091,24.88,265.19,290.07,3.373151308
35201636,188.01,34.87,269.88,0,358.38,3.35086947,2.399662484,50.84284837,29.35,329.03,343.22,3.241419722
35201641,793.18,681.85,1580.78,201.5,2247.92,2.532903681,0.996398809,40.4579211,806.13,1401.41,1597.14,2.011877647
35201647,213.72,62.36,298.96,0,538.64,2.359664121,1.530073331,49.46656394,126.89,411.75,523.17,3.137327343
35201648,341.7,130.98,422.14,59.69,641.01,3.306228045,2.180812684,41.83466717,159.53,481.48,453.86,3.124943449
35201649,119.85,122.21,242.06,0,277.34,2.690507604,1.832233873,48.81769669,13.48,263.86,266.66,2.507644047
35201650,78.43,11.32,80.54,0,211.91,2.93658479,1.432805857,47.44679345,90.58,121.33,200.59,2.749233165
35201652,199.87,116.99,310.93,5.93,464.48,3.086522624,1.366001356,42.53595419,101.74,362.74,316.22,3.582242508
35201653,139.99,51.58,296.56,46.99,434.13,3.195692944,1.807605251,43.18985097,49.63,307.13,371.33,2.234699284
35201654,193.44,60,285.23,74.38,377.23,3.353592344,2.960934152,45.07202502,8.81,294.04,271.06,1.636640776
35201656,213.72,25.43,188.29,25.43,239.15,2.606021917,2.005213321,38.42525612,0,239.15,188.29,2.918293958
35201657,33.22,0,33.22,0,85.5,1.440363881,2.045990566,67.22935673,0,85.5,85.5,3.159064327
35201658,409.26,90.39,447.57,90.39,689.13,3.209682819,1.840488744,39.35177688,120.59,568.54,639.61,2.462844456
35201659,233.84,26.96,260.8,0,437.67,3.212385563,1.41940277,49.43633331,130.41,307.26,437.67,2.429615921
35201660,383.08,97.04,444.91,71.69,732.75,3.060295374,2.043451727,46.23635619,94.98,619.34,612.4,2.590296827
35201661,162.7,180.84,319.76,0,510.87,3.314387392,2.044128114,44.74545383,81.47,429.4,481.29,3.454048975
35201662,26.96,0,26.96,0,49.34,1.375906302,0.751812605,68.61289015,22.38,26.96,49.34,1.639237941
35201663,1871.78,319.38,2207.7,19.72,2858.85,1.804686492,1.006680744,43.84180702,447.34,2352.63,1638.88,2.599433339
35201664,1303.63,370.19,1661.79,280.54,2357.09,2.375531195,1.420108234,42.15433437,335.9,1986.06,1510.93,2.986517273
35201665,34.42,63.83,93.24,0,201.31,3.6,1.26598778,37.48631464,78.66,122.65,201.31,3.491033729
35201666,77.78,0,87.56,0,166.72,2.312513991,1.308484441,57.68288148,7.91,158.81,109.76,2.289587332
35201667,284.91,32.86,334.48,0,493.89,1.854428716,1.177486577,37.83714997,81.74,412.15,391.24,2.994269979
35201670,38.68,35.25,119.45,0,119.45,1.094064847,0.67713867,52.98794475,35.25,84.2,119.45,3.985768104
35201672,243.88,145.78,404.27,96.78,533.41,2.134927319,0.820109114,37.8977147,166.98,350.17,266.31,2.274460546
35201673,58.44,49.82,108.26,16.57,166.08,3.399509096,1.673693329,44.43918593,23.42,129.73,92.7,2.203335742
35201674,226.23,12.77,279.66,0,323,2.10715555,1.409074754,43.91331269,40.95,282.05,247.46,2.018390093
35201675,455.52,28.33,506.7,28.33,769.93,2.481466457,1.056361239,46.95856766,119.77,650.16,526.6,2.301676776
35201676,388.11,19.84,543.9,37.61,841.85,2.460273307,1.406665226,43.93289778,76.85,765,554.63,2.865569876
35201690,337.04,126.78,482.94,93.42,786.6,2.88741534,1.600723379,43.25418256,166.35,598.01,613.24,2.088265955
35201691,86.13,171.48,305.5,107.09,536.03,3.325299064,2.039144854,44.06158237,39.95,496.08,429.77,2.87968957
35201692,449.3,207.23,697.03,66.87,1295.42,3.341610559,2.022360862,43.9143521,307.7,987.72,1030.81,2.873623998
35201693,505.21,157.61,763.06,18.45,1268.57,3.208164664,1.871554328,41.93845038,286.74,981.83,1200.36,3.310719945
35201694,361.23,51.7,492.17,0,657.07,2.209227594,1.133313679,47.50169693,195.37,461.7,477.61,2.887667981
35201695,181.77,19.86,218.55,0,251.91,1.944846131,1.017687481,39.78575682,0,238.41,198.87,2.506014053
35201696,666.2,156.05,924.48,80.69,1756.24,1.707383791,1.0636885,55.59379698,310.42,1445.82,1323.19,2.23824762
35201697,141.92,61.85,215.09,36.62,391.39,2.534088702,1.962382648,48.74082118,76.98,314.41,351.9,2.24809014
35201698,169.08,55.35,260.39,23.22,317.95,1.641371122,1.121934851,41.57449284,52.56,265.39,261.34,1.759679195
35201699,178.01,76.91,292.43,0,439.76,2.865162389,1.714754896,42.79536565,159.7,280.06,296.2,2.15449336
35201700,282.73,39.4,350.39,0,430.76,1.922748065,1.768970972,50.27295942,11.28,419.48,400.63,3.314281735
35201701,238.28,185.6,352.48,33.08,738.19,3.250235546,2.280942184,41.6001165,210.88,527.31,707.88,2.57240006
35201702,183.81,93.23,290.1,32.76,478.72,2.587170811,1.936246383,44.81107955,80.79,397.93,403.59,3.525505515
35201703,133.54,129.92,345.25,10.95,459.9,4.055378232,2,40.89549902,71.28,364.46,395.03,2.229180257
35201704,95.65,33.64,152.25,27.15,351.02,2.805242548,2.313114361,49.17810951,44.46,306.56,287.14,2.325537006
35201705,288.46,38.89,388.79,22.37,724.95,2.806606437,1.439895853,46.6698393,138.07,586.88,556.21,2.492847783
35201706,313.43,0,368.31,0,510.19,2.55286974,1.745049505,52.01885572,80.58,429.61,408.04,2.93081009
35201707,193.55,42.29,261.72,19.4,498.25,2.987171264,1.998236049,47.41314601,110,388.25,459.46,2.533507275
35201708,74.55,0,90.72,0,163,2.108108108,1.829935868,49.53865031,32.34,130.66,136.29,1.564355828
35201709,52.87,0,52.87,27.97,144.19,3.038257173,2.038257173,44.15264581,12.23,131.96,131.74,2.515014911
35201710,313,59.22,434.69,14.91,583.36,3.328957871,2.262793792,42.7048992,31.64,551.72,521.87,3.752622737
35201711,180.46,0,178.98,0,271.33,3.281351602,2.612401301,44.29930343,43.12,228.21,225.98,3.027088785
35201712,64.74,9.92,199.37,28.08,344.48,3.785225328,2,41.64778797,97.39,247.09,262.37,2.137830934
35201713,199.2,56.23,294.37,0,470.11,2.603814801,2.169854547,50.53355598,94.73,356.78,425.71,2.530407777
35201714,588.19,130.81,847.47,0,1364.09,2.878772182,1.153093525,40.74724542,491.01,853.53,1060.76,2.303521029
35201717,0,17.4,45.5,0,430.22,1.263656061,0.610189303,78.05752871,171.33,258.89,395.67,1.126028544
35201718,178.98,49.24,302.36,33.4,715.82,2.667994154,1.403397881,50.9932944,225.05,490.77,593.28,1.927914839
35201719,205.05,17.4,271.42,0,427.44,2.362843592,1.411596716,47.97625398,91.62,325.08,320.4,2.448811529
35201720,228.74,40.66,318.33,0,556.8,3.178599611,1.934399495,47.80603448,141.49,405.52,469.62,2.295869253
35201721,11.79,59.86,30.31,0,142.83,2.006602978,0.42582186,44.99166842,53.13,89.7,142.83,1.440453686
35201722,268.15,86.47,304.45,50.17,519.31,2.772754364,0.581694338,47.15145096,186.43,332.88,321.82,1.308621055
35201723,191.67,72.05,229.29,35.12,353.76,4.600234717,1.83793876,42.80229534,87.91,265.85,290.95,2.883056309
35201724,134.49,118.34,232.8,15.71,423.18,2.774748188,2.054789247,47.73259606,89.63,333.55,407.25,1.765135403
35201725,550.35,227.35,942.28,19.3,1385.19,2.462971776,1.42843133,46.45130271,214.63,1070.56,1286.38,1.890036746
35201726,189.45,57.16,239.95,26.5,418.33,3.223547051,1.345923176,49.55654627,150.32,258.09,332.17,2.081801449
35201728,49.72,0,49.72,0,163.07,1.887165837,1,78.9123076,0,163.07,163.07,2.424480285
35201730,140.88,17.01,250.74,0,412.84,2.972236982,1.724628055,49.00515938,92.09,284.23,395.42,2.008938087
35201731,354.63,117.88,295.69,117.88,557.94,4.199430393,2.102529328,32.94773632,144.37,413.57,366,2.63578521
35201732,459.88,182.81,642.69,0,880.46,3.191079398,1.679387477,47.76090907,203.04,677.42,812.3,2.725915998
35201734,11.76,28.51,34.39,0,169.78,2.012565197,1.207562826,68.94657792,28.84,126.85,142.47,3.341147367
35201735,NA,NA,NA,NA,14.33,1,1,80,0,14.33,14.33,0
35201736,322.47,114.76,462.36,24.85,739.63,2.007049973,0.890314384,42.66887498,230.37,482.82,609.86,1.793545421
35201737,44.2,22.81,88.4,0,202.53,2.253839306,1.606610283,64.38809065,35.35,167.18,202.53,2.699254431
35201738,219.99,146.88,399.36,45.8,684.84,3.694648252,2.436825637,41.56696455,113.89,570.95,576,2.29738333
35201739,73.87,32.27,123.2,0,322.87,2.166912752,1.565838926,56.73679809,92.35,230.52,322.87,1.598073528
35201740,164.09,52.03,269.36,0,313.36,3.986412236,2,40.46687516,22,291.36,313.36,5.314366862
35201741,173,101.11,274.11,0,326.29,2.427764607,2.275066239,50.80094395,25.21,301.08,267.38,2.473995525
35201744,80.9,95.59,256.94,0,730.73,1.681022026,1.142991636,61.22674586,259.13,471.6,717.42,1.864820111
35201748,325.9,120.27,384.68,100.27,609.32,2.394749211,1.2748271,43.16290291,43.98,565.34,424.1,2.559049432
35201749,160.05,18.22,182.49,48.58,383.84,2.303804722,1.573000229,59.01503231,35.54,348.3,365.62,2.420644018
35201750,241.36,17.2,324.02,0,618,2.120294521,1.899531444,55.05511327,84.87,533.13,564.61,2.41263754
35201751,185.83,22.87,229.08,22.87,303.45,2.300083378,1.991131661,47.66969847,40.76,262.69,303.45,2.574954688
35201752,158.95,30.98,204.27,25.33,313.45,2.558357819,2.039748612,42.04530228,45.38,268.07,227.67,2.285021535
35201753,59.4,79.7,159.62,0,205.39,3.36877672,1.549579368,50.03539608,33.74,171.65,131.69,3.450216661
