dauid,Emp_fulltime,Emp_notemp,stu_notstudent,stu_fulltime,person_n,hhld_size,hhld_vehicles,person_age,drivelic_NO,drivelic_YES,TPass_No,person_N_trips
35203003,154.15,92.25,273.81,23.36,389.69,2.790330189,2.046757075,51.39541687,31.02,358.67,324.17,2.416202623
35203004,233.32,149.71,392.95,58.24,638.21,3.226179915,1.865640525,45.29872612,139.53,420.38,550.69,2.471443569
35203005,148.68,70.36,310.2,28.89,416.34,2.774448395,2.694486767,47.76053226,18.45,397.89,399.98,2.379113225
35203006,67.57,29.86,129.17,0,177.32,2.307051782,3.04202446,56.66123393,0,177.32,123.86,3.476708775
35203007,285.02,81.05,392.2,25.84,648.62,2.929109063,2.123540707,48.04555826,35.01,565.35,492.62,1.796336838
35203008,118.13,15.12,170.32,0,275.19,2.053963278,2.127183162,57.18823358,0,275.19,275.19,2.318543552
35203009,257.91,35.14,330.61,15.3,521.82,2.767223632,2.307368219,48.37687325,86.49,435.33,481.68,3.184469741
35203015,74.57,35.08,91.72,0,171.52,3.172770995,1.331668516,48.02285448,60.43,93.55,125.27,1.398670709
35203016,73.02,11.06,171.66,0,229.47,3.079899075,1.260555088,52.08903125,27.99,201.48,229.47,1.727415348
35203018,52.1,16.56,68.66,16.56,119.08,2.770590973,2.031409958,52.49756466,0,109.59,119.08,1.09220692
35203026,210.21,103.56,326.45,30.91,416.01,2.908999467,1.388971067,41.18259176,68.73,347.28,231.04,2.249176702
35203027,371.91,168.9,551.36,0,703.22,4.586640517,2.178011075,44.54327238,318.56,384.66,636.58,2.019097864
35203028,85.83,55.98,166.27,24.46,269.71,2.928622992,1.284425194,43.77957807,53.99,215.72,220.79,2.03448148
35203029,61.58,47.12,128.22,0,166.24,3.353525702,1,52.69014678,47.12,82.12,137.47,1.927333975
35203030,161.07,34.54,220.99,0,236.81,3.143087215,1.291873142,46.01634222,67.26,169.55,112.93,1.765592669
35203031,63.61,0,139.05,0,345.04,2.780597128,1.38456279,54.61902968,95.45,249.59,308.89,1.605755854
35203032,19.34,61.3,151.32,0,175.71,2.525657611,1.525657611,49.64555233,40.32,135.39,166.04,1.248193045
35203033,130.55,52.34,182.89,0,261.7,5,1.003821169,35.36866641,130.35,131.35,235.63,1.400764234
35203035,313.76,157,457.33,114.3,660.68,3.441326294,1.691210521,40.01790579,289.8,370.88,526.35,2.309862566
35203036,70.31,143.96,122.28,134.82,366.44,4.163617771,1.7669583,42.32354546,61.17,250.31,289.98,1.409835171
35203037,55.93,0,55.93,0,149.18,3.281566212,2.063572371,50.15270143,49.38,93.81,149.18,2.141573938
35203038,249.89,82.04,392.5,67.28,792.48,3.984651958,1.555157025,38.68850949,259.15,533.33,681.66,2.234100545
35203039,0,24.3,24.3,0,59.21,2.436625514,2,65.38152339,10.61,48.6,59.21,2.10403648
35203040,121.81,74.95,145.24,51.52,253.68,3.418407223,1.869694111,49.56315043,91.5,162.18,176.4,1.024637338
35203041,153.98,68.54,285.19,0,333.65,3.656590281,2.110677718,48.02769369,29.75,303.9,303.01,1.788880563
35203042,185.3,116.87,302.17,0,351.78,3.212926487,1.538492355,43.06438683,29.11,322.67,341.36,1.649439991
35203043,148.68,118.47,267.15,21.66,399.66,4.706188494,1.976816805,43.83323325,107.81,291.85,399.66,1.563604063
35203044,185.6,140.29,275.77,25.06,416.7,5.794504182,2.332669587,43.44065275,25.06,316.46,391.64,1.011351092
35203045,114.51,79.47,198.43,0,419.16,4.436068604,1.966827565,45.04821548,168.79,239.31,399.63,1.945247638
35203046,58.68,27.99,97.8,0,170.57,3.830451381,1.439254435,46.722929,64.37,106.2,151.01,2.622559653
35203047,301.71,111.84,438.71,0,473.03,3.980425056,2.414269735,38.43707587,8.7,439.17,410.13,1.357799717
35203048,187.13,35.97,253.55,36.84,385.14,3.440129939,2.128730075,44.82715376,43.38,309.71,374.85,1.460378044
35203049,31.93,9.25,48.36,0,82.36,2.869088631,1.315377388,49.96636717,34.93,47.43,82.36,2.398615833
35203050,32.49,9.41,41.9,0,53.44,3.101670644,0.996658711,60.30333084,21.02,32.42,25.62,1.393338323
35203051,136.91,78.93,230.38,14.54,272.8,3.139472546,1.627064419,41.99285191,74.22,198.58,179.42,1.369208211
35203052,36.48,4.61,41.09,0,64.11,2.887837838,2.095495495,53.0474185,12.16,51.95,64.11,1.974418967
35203053,496.32,480.32,1084.22,85.16,1615.47,4.309762309,1.313073005,35.98432654,852.35,763.12,1464.18,1.850965973
35203054,151.54,73.18,379.96,19.54,494.28,2.935653615,1.496788896,38.83972647,74.32,419.96,450.22,2.155134741
35203055,78.74,145.04,274.65,37.79,492.34,2.288630973,0.958276855,47.27763334,228.32,264.02,357.79,1.822114799
35203056,164.21,50.43,214.64,40.91,309.03,3.339764936,0.506072478,43.72060965,182.68,126.35,208.74,1.741190176
35203057,1228.99,503.01,1760.13,198.19,2665.95,3.598644672,0.96702864,33.71712523,1021.14,1644.81,2133.9,1.894540408
35203058,106.62,44.57,151.19,29.09,300.93,3.532180497,1.547017293,62.58442163,112.91,188.02,255.21,1.949988369
35203059,167.06,75.7,242.76,0,348.48,4.320149778,1.643341914,40.98134757,120.64,227.84,307.04,1.374483471
35203060,94.32,0,94.32,0,131.14,2.780746395,2.390373198,30.35961568,18.41,112.73,112.73,3
35203061,476.91,49.96,501.89,24.98,761.3,3.948649882,1.945870837,43.09925128,248.91,512.39,668.14,1.823512413
35203064,18.84,77.49,115.17,0,192.66,2,0.195577702,50.26019931,77.49,115.17,96.33,0.488944254
35203071,65.93,15.25,70.6,15.25,122.82,2.653272845,1.988334413,44.18808012,10.1,112.72,122.82,2.252076209
35203072,84.12,70.38,174.76,20.26,296.79,2.901173021,1.76285435,48.72108225,60.88,230.08,250.44,1.839718319
35203073,135.88,91.52,256.1,0,502.74,4.514312569,1.505255063,43.16344433,245.07,257.67,502.74,0.899709591
35203074,147.89,110.48,238.83,55.43,364.67,4.805074836,1.802736202,36.5380481,104.65,250.54,283.41,1.730194422
35203075,55.33,60.78,186.39,0,590.84,2.193530702,0.907620614,57.68263828,334.06,256.78,564.42,1.1667795
35203077,293.15,28.66,321.81,83.69,474.38,3.278618152,1.691400927,36.40330537,29.47,444.91,327.36,1.931658164
35203079,10.27,102.41,15.87,161.35,186.58,3.950455219,1.564683464,25.293547,48.14,138.44,116.44,1.716957873
35203080,4.64,4.64,9.28,0,13.97,1.497320472,1,58.05368647,0,13.97,13.97,0
35203081,148.86,45.87,197.96,17.49,277.33,3.656416465,2.040677966,37.09483287,54.22,223.11,228.1,1.954386471
35203082,24.14,33.94,73.53,12.84,137.27,2.544864664,1.027808676,55.15575144,47.89,89.38,137.27,1.406425293
35203086,487.12,458.19,930.16,80.18,1329.8,4.532665919,2.043612094,40.31588209,193.66,1093.38,1274.62,1.718205745
35203087,17.96,6.14,24.1,0,89.28,3.440487648,1.485081809,57.79099462,17.96,71.32,89.28,2.032258065
35203093,213.41,27.57,263.29,22.31,378.73,2.66919514,2.218097604,46.6544768,87.67,291.06,294,2.518311198
35203094,180.91,52.07,285.05,0,364.59,3.646551002,2.309697427,41.93115554,0,243.81,280.76,1.410488494
35203095,263.51,83.33,363.94,35.28,559.63,3.653339031,1.630203882,43.83331844,202.17,357.46,481.16,2.065275271
35203096,160.74,120.28,312.25,0,506,3.283037305,1.753463241,49.92950593,57.26,390.18,439.71,2.057806324
35203097,307.24,134.07,422.59,59.54,727.58,3.672050066,1.896840618,42.04605679,266.95,460.63,593.8,1.601885703
35203098,145.55,0,162.65,0,204.41,2.932379877,2.453142642,45.42747419,0,204.41,204.41,1.924220929
35203102,145.66,0,157.91,0,237.44,2.478541374,2.00916316,53.44478605,0,237.44,195.27,2.352931267
35203105,240.15,33.44,258.95,0,343.09,3.373835366,3.057247142,43.62677432,60.71,282.38,308.71,1.577166341
35203107,334.85,48.59,470.41,0,799.39,3.002468979,1.947075209,47.20593202,268.85,530.54,685.32,2.727429665
35203108,220.42,280.78,496.73,23.5,813.22,2.84799028,1.981708919,46.94227884,132.86,661.33,699.7,3.051388308
35203109,158.41,67.27,242.94,17.26,498.76,2.159788681,1.532585632,53.60808806,11.92,380.37,363.55,3.011829337
35203110,100.57,183.31,311.2,89.38,623.89,3.437316885,1.706193781,39.48510154,170.7,453.19,559.06,3.173476094
35203111,185.87,94.07,303.81,23.87,480.49,2.359440364,1.744120108,54.95639868,76.07,404.42,436.69,2.102520344
35203112,237.46,77.28,314.74,45.81,682.5,3.214013433,1.882782719,43.10719414,70.08,612.42,521.36,1.888131868
35203113,129.29,31.12,184.01,13.74,265.99,3.37197622,1.843275933,43.06222038,37.34,228.65,201.47,2.721380503
35203126,218.23,40.57,277.12,0,475.85,2.159779024,1.27155154,45.57431964,131.13,344.72,184.19,2.487170327
35203127,290.01,79,389.68,21.39,673.21,1.727313578,1.298674389,51.73984344,31.57,637.37,489.04,2.798116487
35203128,270.43,29.17,328.37,0,455.18,2.495230786,1.389814713,38.14884222,118.71,336.47,389.25,2.647655872
35203129,23.3,16.43,39.73,0,56.16,1.413541404,0.586458596,51.38319088,16.43,39.73,56.16,0.82977208
35203130,74.44,80.69,293.63,0,415.96,1.776138984,0.572473563,44.83250793,195.54,220.42,339.54,2.297119915
35203131,451.46,100.74,711.22,38.89,893.4,2.095771064,1.031830239,38.34435863,237.76,577.86,622.58,2.773460936
35203132,132.32,101.53,264.1,26.95,446.88,2.180935285,0.716698886,48.30063999,101.8,345.08,344.79,2.292561762
35203133,112.51,69.33,159.28,0,256.92,1.979312018,0.980404053,50.27117391,58.02,198.9,236.3,1.060407909
35203134,147.36,30.95,233.08,84.67,399.26,1.695542506,0.60714145,39.38696589,161.16,238.1,202.8,3.097004458
35203135,116.54,71.74,264.03,0,367.2,2.909694555,1.309112755,48.77736928,83.04,284.16,295.66,2.994880174
35203136,183.17,36.79,219.96,0,309.83,2.930268306,1.745737842,40.18842591,62.44,247.39,299.79,2.571668334
35203137,197.12,24.83,242.81,0,521.78,2.689813729,1.810913527,54.8199816,119.89,401.89,469.35,2.522979033
35203138,160.07,49.55,262.38,18.21,436.17,2.550533113,1.600891025,52.05206685,34.58,401.59,420.95,2.497948048
35203139,218.74,171.66,333.12,62.34,590.81,2.501062526,0.996567225,49.43839813,181.24,409.57,390.98,2.566730421
35203140,301.04,49.88,457.27,13.1,608.13,3.004489578,1.861998931,46.23983359,75.87,477.8,455.63,2.841925246
35203141,204.6,120.42,390.72,0,487.4,2.867219744,1.698503356,48.11444399,100.16,379.73,451.24,2.015141568
35203142,84.94,123.22,364.18,10.65,477.65,3.534718702,2.303308957,42.90627028,102.7,374.95,445.94,3.72109285
35203143,120.44,83.6,216.8,27.96,442.9,2.203592219,1.273993731,46.88733348,128.02,314.88,414.94,2.341589524
35203144,402.39,153.54,551.05,22.56,757.07,1.831325593,0.916618287,39.54489017,242.95,514.12,610.37,1.901171622
35203146,651.49,185.95,907.44,24.88,1143.25,2.107444461,1.132396646,46.59732342,137.03,1006.22,597.77,2.777633938
35203147,666.98,212.06,843.93,60.92,1256.65,1.968567005,1.079262301,46.38570803,207.28,1049.37,823.03,2.882298174
35203148,182.66,100.05,309.1,38.5,436.63,2.113727149,1.027585883,43.88686073,128.22,275.92,326.98,2.37800884
35203149,557.81,122.43,665.13,24.69,964.64,1.798198666,1.022672556,42.26284417,89.64,802.56,590.15,2.180336706
35203150,140.26,79.46,239.17,0,380.6,2.781672081,1.157405824,49.66941671,76.67,303.93,331.59,1.998502365
35203151,192.9,27.52,223.81,15.5,332.15,2.350057638,1.208761047,45.90094837,36.44,295.71,287.83,2.026524161
35203152,339.1,112.34,505.86,37.66,673.02,2.565319773,1.136577708,40.91734272,188.46,484.56,531.31,2.572925025
35203153,546.24,128.81,733.42,0,941.24,2.700126381,1.028739936,38.79613064,65.68,765.42,668.62,2.093281204
35203154,418.52,66.06,559.05,42.96,674.77,2.685342797,1.133067429,41.91368911,112.74,562.03,524.71,2.636009307
35203156,99.9,0,49.95,49.95,114.39,1.775139665,0,45.35011802,14.49,99.9,64.44,0.873328088
35203157,5656.01,794.08,6627.65,426.08,7646.62,1.612588523,0.786879489,35.75627271,816.82,6639.12,3843.54,2.212625971
35203160,2087.51,583.13,2721.74,92.58,3183.86,1.781128033,0.605989097,36.60918822,647.76,2379.2,1661.54,2.210116023
35203161,32.16,6.98,60.7,0,98.45,1.659922441,0.365368403,49.02569832,55.22,43.23,28.65,2.02559675
35203162,490.48,72.42,649.02,22.86,767.88,1.485842835,0.740364635,41.88250768,57.42,710.46,371.77,2.851500234
35203163,162.5,64.07,264.12,0,284.06,1.559433274,1.074278571,46.6875308,6.66,270.7,250.11,2.528867141
35203167,0,0,7.55,7.55,15.1,2,1,41,7.55,7.55,7.55,2
35203170,100.53,38.75,167.03,0,187.04,1.825789616,0.648339782,42.79667451,85.9,101.14,107.83,2.44605432
35203174,163.64,35.69,249.45,0,514.69,2.150308404,0.597147263,51.26882201,110.35,404.34,311.12,1.764868173
35203175,2344.16,445.68,2869.01,191.26,3489.21,1.669209395,0.746692706,40.8075295,392.3,2970.36,2042.13,2.486631644
35203176,1729.33,374.65,2268.33,196.42,2757.34,1.617462137,0.677225826,40.96661275,228.59,2506.53,1169.12,2.696247108
35203177,1480.6,202.09,1705.21,31.31,2037.69,1.561256327,0.671866778,44.92079266,234.48,1569.13,980.47,2.332621743
35203183,157.03,39.35,219.58,0,419.83,2.221381405,0.855930978,50.54338661,174.63,245.2,290.09,1.933711264
35203184,76.49,0,115.5,0,184.12,2.136644849,1.210795302,54.82777536,6.66,177.46,164.69,3.772431023
35203185,NA,NA,NA,NA,4.6,1,1,76,0,4.6,4.6,7
35203190,860.93,137.89,1083.73,40,1366.2,2.073317308,0.934109312,43.39717465,268.47,1097.73,869.39,3.259193383
35203191,160.15,27.13,195.65,0,195.65,2.151610865,1.175164696,33.09077434,7.94,187.71,78.02,2.326348071
35203192,125.47,23.37,197.44,0,221.06,3.082213365,0.802484011,38.00081426,28.06,187.72,163.33,2.758888989
35203193,87.47,28.48,142.42,0,231.38,1.407671039,0.166421554,49.35733426,88.53,142.85,190.53,2.00942173
35203194,187.7,108.22,313.99,70.03,419.6,2.933001072,1.332281875,41.17735939,53.43,249.85,242.41,1.992683508
35203195,180.65,115.86,375.39,3.97,423.45,1.620585918,0.256500251,43.31800685,177.25,246.2,274.11,2.19782737
35203196,37.82,0,37.82,0,50.02,1.853278992,0.701000371,47.74890044,8.07,41.95,20.59,2.490003998
35203197,226.74,89.36,377.34,10.83,571.33,2.222945982,0.627955519,43.99980747,218.46,352.87,376.04,1.368473562
35203198,121.07,63.28,204.57,19.18,223.75,2.634212385,1.225806452,46.72692737,105.19,118.56,184.1,2.577698324
35203199,214.73,88.42,309.88,8.08,403.29,2.421680136,1.020053876,51.2569119,79.37,323.92,263.52,2.648441568
35203200,139.33,114.33,270.49,0,444.08,1.64468025,0.526135686,53.33144929,101.91,342.17,360.61,2.44967123
35203201,219.76,90.18,406.06,0,499.32,2.927107421,0.870874501,35.78446687,193.58,279,436.08,2.478911319
35203202,68.4,0,68.4,0,68.4,2.615261473,1.023479189,41.69093567,6.56,61.84,53.17,2.714327485
35203203,93.96,19.2,113.16,0,168.98,3.389004983,1.424047581,37.83140017,55.82,113.16,112.9,2.740442656
35203204,182.2,27.4,261.43,38.76,369.78,2.760379901,1.251427838,41.67386013,170.96,198.82,169.34,2.242982314
35203208,196.55,24.17,236.61,24.17,400.9,4.158804717,1.411752948,34.22783737,164.29,236.61,361.5,2.712372163
35203209,310.4,324.99,616.58,121.78,743.23,2.590276602,0.9211836,42.82472451,321.35,421.88,456.93,1.42527885
35203210,342.93,117.53,567.67,20.74,634.28,2.829491056,0.599080373,42.9384026,136.61,497.67,345.68,2.121949297
35203211,0,7.85,7.85,0,27.63,1.379430854,0.608087868,66.90553746,7.85,19.78,7.6,3.686572566
35203212,136.07,13.76,142.95,6.88,165.03,2.235720199,1.036009934,45.58395443,14.48,150.55,104.37,2.916984791
35203213,229.17,118.04,362.26,15.05,532.63,2.93197096,1.205610827,41.13037193,138.6,394.03,339.83,2.862043069
35203214,67.39,103.09,140.59,29.89,200.37,2.183631212,0.615082825,51.09452513,102.71,97.66,97.66,0.973748565
35203216,76.95,151.68,240.37,53.62,581.97,2.170876906,0.068728739,47.28881214,429.58,152.39,307.25,1.935254395
35203217,304.12,106,404.38,11.78,537.17,2.775543866,1.214202924,42.28506804,68.23,468.94,416.85,2.334251727
35203218,355.12,52.93,362.73,8.53,564.16,3.113106343,0.99738806,47.0083487,145.84,401.34,303.87,1.923780488
35203219,33.15,0,56.43,0,128.39,1.728459882,0.58091007,54.72599112,45.58,82.81,97.26,2.017524729
35203220,94.32,0,86.36,0,222.1,2.148027842,1.09187935,68.13912652,41.43,142.63,199.14,2.751058082
35203221,270.29,48.64,311.42,17.91,390.93,4.032753861,1.093337313,45.54884506,125.59,265.34,255.76,2.41478014
35203222,286.71,279.2,466.32,109.99,644.97,2.82947064,0.45088861,38.30505295,309.49,335.48,458.31,1.49875188
35203223,111.58,148,259.58,0,259.58,3.080702587,1.09043437,44.41913861,136.67,122.91,180.3,0.895292395
35203224,192.97,47.38,231.18,14.96,379.14,3.036001475,0.556252305,39.72268819,109.56,250.41,201.99,2.095954001
35203225,95.53,265.84,381.62,21.77,512.6,2.192168152,0.359728685,39.09207959,175.27,337.33,369.47,1.704330862
35203226,59.95,22.67,124.6,0,124.6,2.915470022,1.254034049,44.09085072,22.67,101.93,96.88,2.8
35203227,31.19,0,62.38,0,124.76,4,1,33,93.57,31.19,93.57,2
35203228,437.46,99.57,621.41,0,742.61,1.809246427,1.153356431,43.1287082,126.33,523.38,512.39,1.887841532
35203229,268.37,57.17,335.82,15.33,533.03,2.551459504,1.261888447,42.69620847,138.1,394.93,398.85,1.916402454
35203230,513.1,67.58,580.68,0,794.39,2.032451269,0.830904933,44.85621672,130.02,664.37,613.73,2.014614988
35203231,145.69,7.65,196,0,373.44,2.159736279,1.404834885,45.95648565,142.5,200.5,288.01,1.717062982
35203232,318.07,181.1,688.21,0,804.7,1.896389878,1.119157508,45.27456195,59.5,698.5,620.34,1.8293277
35203233,315.02,83.01,553.88,0,753.61,2.114143854,1.185695115,48.21317392,97.79,655.82,735.24,2.352277703
35203234,95.53,102.99,271.01,5.27,557.59,1.387285854,0.543758488,62.85810362,155.52,402.07,482.8,2.051005219
35203235,175.61,53.49,291.85,0,374.04,1.562062007,0.701596037,51.13565394,44.61,329.43,347.73,2.973291627
35203236,244.61,188.86,447.97,19.9,651.91,2.506468052,1.115020253,49.73189551,125.07,526.84,613.82,2.191422129
35203237,286.76,81.35,388.49,0,550,2.087444973,0.812889593,43.73861818,158.74,391.26,345.35,2.619272727
35203238,386.13,21.41,530.39,0,597.74,2.353702763,1.395735113,39.36564393,66.06,531.68,404.58,3.210024425
35203239,148.18,97.21,319.34,0,460.81,1.953977686,0.585920446,46.8275211,144.06,316.75,236,2.757839457
35203240,242.85,122.27,419.13,0,642.59,2.100450373,1.486488798,53.12013881,160.35,482.24,476.05,2.551611447
35203241,377.77,98.88,514.87,0,742.51,2.319244117,1.014477822,46.59214017,202.25,520.99,568.27,2.760366864
35203242,190.95,68.54,269.32,0,378.7,2.785807523,1.237391717,42.23982044,84.87,293.83,323.61,3.086216002
35203243,144.69,72.11,274.85,45.49,564.3,2.509435534,1.161757967,46.3430622,155.92,408.38,452.16,2.392787524
35203244,77.45,57.8,135.25,0,186.08,1.835632184,0.780870279,58.84716251,15.87,170.21,138.49,2.599258383
35203245,418.74,58.02,567.75,0,773.34,2.589805066,1.019727927,39.51202576,202.72,570.62,637.74,2.48864665
35203246,30.68,0,30.68,0,66.52,2.357185809,1.194828623,59.91761876,21.82,44.7,42.76,2.704149128
35203247,204.26,53.26,346.48,0,476.03,2.319355273,1.641988057,49.28067559,60.58,415.45,338.17,2.492994139
35203248,213.3,26.27,279.75,0,356.92,2.220571163,1.429359183,39.63257873,92.89,264.03,269.11,3.443516754
35203249,156.51,75.5,252.96,0,375.73,3.147803744,1.984583384,49.56157347,70.18,294.45,323.22,2.685252708
35203250,300.06,17.21,363.95,0,416.21,1.864959216,1.081836796,47.45938348,54.91,334.64,305.49,2.622882679
35203251,305.57,25.8,377.36,125.23,596.83,2.834018265,0.990319635,36.77621768,140.23,444.69,347.9,1.886785182
35203252,96.43,39.21,191.88,0,399.5,1.879734626,1.451606832,59.78225282,59.56,339.94,306.13,2.643128911
35203253,92,72.26,197.01,0,224.23,2.953095508,1.715647414,45.38478348,72.26,151.97,189.83,2.630468715
35203254,70.57,149.13,306.86,9.02,469.94,1.822748499,0.669779853,55.42060689,166.2,303.74,372.96,1.702238584
35203255,138.98,161.64,309.07,21.53,476.76,2.464895056,0.944364446,51.15452219,130.69,346.07,437.36,1.930531085
35203256,198.91,59.57,333.23,48.19,430.16,2.581168645,1.761683583,41.49009671,74.75,355.41,357.8,3.875371955
35203257,177.57,261.1,383.45,80.7,607.89,1.575048581,0.536287084,47.88277484,208.93,398.96,472.49,2.10454194
35203258,89.46,52.73,243.65,0,324.06,2.404362665,1.66879359,52.0700179,50.55,273.51,277.41,2.217151145
35203259,110.94,62.82,231.67,31.41,300.72,3.128289157,1.476626506,46.99191939,32.15,162.42,288.8,2.062882416
35203260,154.13,58.63,229.64,0,337.65,4.212231443,1.246788678,42.76795498,104.3,196.43,181.94,2.354479491
35203261,98.36,70.45,356.74,0,506.68,2.820153269,1.155660634,36.60379332,245.02,213.57,454.14,1.954823557
35203263,156.5,57.35,210.7,0,319.76,2.289396434,2.00107396,48.61965224,107.73,212.03,272.91,2.995402802
35203264,155.24,54.14,297.06,0,312.5,2.07972539,0.803510132,46.710592,109.11,179.17,210.74,3.410016
35203265,307.95,32.06,340.01,0,390.57,2.63469501,1.2018611,38.23417057,50.56,340.01,297.75,2.011572829
35203266,120,33.78,136.89,37.59,220.97,3.152691968,1.738998865,43.89862877,26.99,193.98,147.15,1.671720143
35203267,154.05,42.38,211.22,12.16,253.95,2.959322333,1.388511427,44.52258319,27.27,226.68,153.2,3.64028352
35203268,318.2,94.02,435.91,52.45,672.87,3.28705561,1.416030046,41.40044882,202.23,470.64,288.78,2.52118537
35203269,65.1,42.4,361.28,0,447.35,2.176885645,1.286715328,49.911434,158.83,288.52,402.31,1.656018777
35203270,34.86,157.62,310.03,78.81,538.26,2.973075283,0.452388569,40.99975848,216.98,321.28,416.18,2.558187493
35203271,173.67,101.07,235.78,38.96,389.23,3.296508957,2.68825601,41.32245716,82.04,307.19,368.68,2.470261799
35203273,928.78,583.11,1431.56,250.6,2199.7,3.587816848,1.388231057,40.33708688,838.19,1351.43,1716.67,2.307928354
35203274,573.32,82.76,656.08,63.39,1156.76,1.90081164,0.918820395,50.67086518,220.17,936.59,1009.04,1.921107231
35203275,48.66,50.58,98.33,13.95,620.12,1.184557474,0.470859834,68.7464523,214.7,396.07,575.01,1.159662646
35203276,271.35,239.24,557.52,55.62,848.46,2.86357679,1.418265221,42.96874337,218.45,630.01,711.43,2.537868609
35203277,204.36,16.64,226.86,18.85,373.79,2.449046637,1.496650348,42.65988924,51.88,321.91,222.43,3.609861152
35203278,90.1,45.46,170.63,25.26,287.43,2.277033986,1.790778737,50.35427756,25.26,227.27,255.89,2.910169433
35203279,100.18,75.57,199.33,0,348.93,1.910479632,1.392904074,57.99157424,27.79,321.14,326.19,1.574699797
35203280,39.48,17.5,56.98,0,101.67,2.279596413,1.885201794,56.91088817,11.07,90.6,101.67,2.645421462
35203281,104.38,40.83,104.38,40.83,186.73,4.357687936,1.314499107,37.82300648,70.28,116.45,145.9,1.885610239
35203282,193.91,16.61,259.96,0,272.05,2.709123622,1.830796911,40.49693071,12.09,259.96,230.45,2.969784966
35203283,42.79,27.36,94.65,31.55,214,5.008361722,1.738928461,39.51485981,70.15,143.85,192.95,3.093271028
35203284,141.68,28.51,205.51,0,351.23,2.91502627,1.488896673,38.6758819,104.73,238.06,297.2,2.789938217
35203285,127.55,87.57,225.22,0,339.24,2.253064167,1.70085316,49.73163542,45.01,294.23,307.12,2.534194081
35203286,180.52,180.95,307.73,53.74,495.69,3.24182933,1.414468133,43.47983619,190.5,305.19,398.9,1.841594545
35203287,181.54,74.9,272.4,0,308.08,3.514804202,1.218199184,38.96958582,68.57,239.51,129.85,1.32621397
35203288,311.43,120.57,483.47,21.88,757.33,3.047311155,1.595439219,45.77111695,227.36,529.97,509.02,2.225978107
35203289,17.84,10.22,28.06,20.44,189.92,1.646324549,0.543082524,57.29538753,70.87,119.05,123.86,1.00336984
35203290,50.85,31.76,82.61,0,82.61,2.873746313,1,35.15542912,0,82.61,82.61,1.38651495
35203291,118.84,195.56,396.51,102.15,745.74,2.574891237,0.842794006,40.5968434,294.06,341.86,608.27,1.668021026
35203292,175.5,47.43,222.93,0,311.44,2.288149291,1.423407538,47.47447341,44.29,267.15,204.08,1.988440791
35203293,216.12,69.62,216.12,69.62,366.02,4.657928226,2.375159074,36.00103819,78.58,287.44,289.14,1.692038686
35203294,399.62,150.55,609.05,28.27,946.96,2.414859668,1.091870551,48.30773211,260.42,686.54,638.36,2.418391484
35203296,12.45,0,12.45,0,12.45,1,1,52,0,12.45,12.45,3
35203297,174.77,43.98,371.05,35.6,533.1,3.349243942,1.561304427,40.91933971,304.38,228.72,366.27,2.07008066
35203298,179.11,99.83,294.63,0,433.7,3.182853717,1.450239808,42.53200369,166.18,267.52,295.33,2.156121743
35203299,128.79,43.86,154.61,11.42,250.8,3.64760966,1.729127649,43.09138756,32.38,218.42,250.8,2.375279107
35203300,228.54,14.35,250.27,0,370.36,2.676125371,1.460337934,47.50178205,121.54,248.82,223.81,2.030024841
35203301,220.44,46.19,292.49,7.15,490.79,2.780752454,1.344929117,48.78208602,172.36,318.43,412.8,1.749098392
35203314,35.64,24.8,60.44,0,101.85,3.291268917,1.659604191,47.42631321,30.57,71.28,77.05,2.456750123
35203315,112.27,0,112.27,0,237.33,1.543609756,1.30998374,61.87245607,39.41,197.92,174.48,1.410399022
35203316,228.48,96.13,277.8,46.81,425.65,3.108177223,1.672851621,42.12526724,121.57,304.08,251.89,2.347233643
35203317,290.82,33.97,324.79,0,411.07,2.243581274,2.115999472,51.07894033,5.37,405.7,394.89,2.152990975
35203318,181.35,73.52,228.64,34.81,371.74,3.327701903,2.039867372,43.75695378,40.3,331.44,295.58,2.586431377
35203321,53.1,49.62,118.54,11.48,224.79,2.373455812,1.31570056,57.77917167,49.14,175.65,194.55,2.121802571
35203322,121.95,37.01,166.5,0,280.91,2.486133376,2.034145559,51.4469047,32.93,247.98,152.46,2.119931651
35203323,137.48,153.96,288.18,11.36,549.24,4.226432472,1.828498125,40.09285558,237.53,311.71,391.36,3.335117617
35203324,79.72,34.86,95.07,0,154.91,1.938555875,1.433863096,42.0964431,14.79,140.12,85.75,1.394293461
35203331,116.85,135.83,253.41,38.95,382.68,2.222840938,0.683423563,46.32154803,193.95,188.73,217.39,2.018422703
35203332,278.61,78.61,357.22,0,443.98,2.291067216,1.664754591,43.09676112,84.76,359.22,392.26,1.779224289
35203333,332.9,234.01,502.95,44.05,812.41,2.510848065,1.19183459,38.78398838,241.49,570.92,636.14,2.081904457
35203334,127.67,39.3,279.84,14.8,330.35,3.013762986,1.827896513,38.90631149,54.1,276.25,315.55,1.962191615
35203337,181.86,149.87,375.65,28.9,414.61,5.075856882,1.739873214,38.50801958,78.6,278.21,262.52,2.014109645
35203338,186.89,21.94,208.83,0,291.37,4.08145804,2.30403188,45.56653053,81.05,210.32,172.87,1.711191955
35203339,54.2,6.86,70.02,0,83.74,2.178459938,1.766909469,42.67470743,6.86,76.88,47.4,1.949844758
